strain,locusId,gene_id,gene_name,description
WCS417,GFF5495,WCS417:GFF5495,PS417_28125,LysR family transcriptional regulator
WCS417,GFF2398,WCS417:GFF2398,PS417_12225,SAM-dependent methyltransferase
WCS417,GFF4055,WCS417:GFF4055,PS417_20770,cytochrome biogenesis protein
WCS417,GFF456,WCS417:GFF456,PS417_02330,FAD-dependent oxidoreductase
WCS417,GFF5037,WCS417:GFF5037,PS417_25805,4-hydroxythreonine-4-phosphate dehydrogenase
WCS417,GFF887,WCS417:GFF887,PS417_04505,hypothetical protein
WCS417,GFF1848,WCS417:GFF1848,PS417_09400,thiamine pyrophosphate-binding protein
WCS417,GFF403,WCS417:GFF403,PS417_02050,hypothetical protein
WCS417,GFF5329,WCS417:GFF5329,PS417_27280,2-octaprenyl-6-methoxyphenyl hydroxylase
WCS417,GFF2468,WCS417:GFF2468,PS417_12590,RND transporter
WCS417,GFF3424,WCS417:GFF3424,PS417_17520,membrane protein
WCS417,GFF4187,WCS417:GFF4187,PS417_21445,malonyl CoA-ACP transacylase
WCS417,GFF162,WCS417:GFF162,PS417_00815,hypothetical protein
WCS417,GFF807,WCS417:GFF807,PS417_04100,chemotaxis protein CheY
WCS417,GFF3459,WCS417:GFF3459,PS417_17710,short-chain dehydrogenase
WCS417,GFF5443,WCS417:GFF5443,PS417_27860,energy transducer TonB
WCS417,GFF5215,WCS417:GFF5215,PS417_26705,dihydroorotase
WCS417,GFF4053,WCS417:GFF4053,PS417_20760,carbonate dehydratase
WCS417,GFF3175,WCS417:GFF3175,PS417_16250,iron dicitrate transport regulator FecR
WCS417,GFF2592,WCS417:GFF2592,PS417_13210,enantio-pyochelin biosynthetic protein PchC
WCS417,GFF4181,WCS417:GFF4181,PS417_21415,thymidylate kinase
WCS417,GFF649,WCS417:GFF649,PS417_03295,energy transducer TonB
WCS417,GFF4924,WCS417:GFF4924,PS417_25240,thiamine monophosphate kinase
WCS417,GFF5327,WCS417:GFF5327,PS417_27270,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
acidovorax_3H11,Ac3H11_3679,acidovorax_3H11:Ac3H11_3679,,Transcriptional regulator
acidovorax_3H11,Ac3H11_808,acidovorax_3H11:Ac3H11_808,,Preprotein translocase secY subunit (TC 3.A.5.1.1)
acidovorax_3H11,Ac3H11_1930,acidovorax_3H11:Ac3H11_1930,,DNA cytosine methyltransferase M.NgoMIII
acidovorax_3H11,Ac3H11_2134,acidovorax_3H11:Ac3H11_2134,,LSU ribosomal protein L4p (L1e)
acidovorax_3H11,Ac3H11_4453,acidovorax_3H11:Ac3H11_4453,,Transcription antitermination protein NusG
acidovorax_3H11,Ac3H11_3453,acidovorax_3H11:Ac3H11_3453,,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
acidovorax_3H11,Ac3H11_4482,acidovorax_3H11:Ac3H11_4482,,Adenine-specific DNA methyltransferase
acidovorax_3H11,Ac3H11_4454,acidovorax_3H11:Ac3H11_4454,,LSU ribosomal protein L11p (L12e)
acidovorax_3H11,Ac3H11_1510,acidovorax_3H11:Ac3H11_1510,,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)"
acidovorax_3H11,Ac3H11_1568,acidovorax_3H11:Ac3H11_1568,,Signal peptidase I (EC 3.4.21.89)
acidovorax_3H11,Ac3H11_800,acidovorax_3H11:Ac3H11_800,,LSU ribosomal protein L5p (L11e)
acidovorax_3H11,Ac3H11_2570,acidovorax_3H11:Ac3H11_2570,,3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)
acidovorax_3H11,Ac3H11_1894,acidovorax_3H11:Ac3H11_1894,,hypothetical protein
acidovorax_3H11,Ac3H11_4022,acidovorax_3H11:Ac3H11_4022,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"
acidovorax_3H11,Ac3H11_366,acidovorax_3H11:Ac3H11_366,,Translation elongation factor P
acidovorax_3H11,Ac3H11_2829,acidovorax_3H11:Ac3H11_2829,,Translation initiation factor 3
acidovorax_3H11,Ac3H11_3050,acidovorax_3H11:Ac3H11_3050,,LSU ribosomal protein L13p (L13Ae)
acidovorax_3H11,Ac3H11_805,acidovorax_3H11:Ac3H11_805,,SSU ribosomal protein S5p (S2e)
acidovorax_3H11,Ac3H11_2099,acidovorax_3H11:Ac3H11_2099,,ATP synthase F0 sector subunit a
acidovorax_3H11,Ac3H11_2045,acidovorax_3H11:Ac3H11_2045,,Outer membrane porin protein 32 precursor
acidovorax_3H11,Ac3H11_2140,acidovorax_3H11:Ac3H11_2140,,SSU ribosomal protein S7p (S5e)
acidovorax_3H11,Ac3H11_2620,acidovorax_3H11:Ac3H11_2620,,FIG001943: hypothetical protein YajQ
acidovorax_3H11,Ac3H11_1805,acidovorax_3H11:Ac3H11_1805,,Adenylosuccinate synthetase (EC 6.3.4.4)
acidovorax_3H11,Ac3H11_418,acidovorax_3H11:Ac3H11_418,,SSU ribosomal protein S2p (SAe)
acidovorax_3H11,Ac3H11_2139,acidovorax_3H11:Ac3H11_2139,,Translation elongation factor G
acidovorax_3H11,Ac3H11_1887,acidovorax_3H11:Ac3H11_1887,,Type IV fimbrial assembly protein PilC
acidovorax_3H11,Ac3H11_421,acidovorax_3H11:Ac3H11_421,,Ribosome recycling factor
acidovorax_3H11,Ac3H11_813,acidovorax_3H11:Ac3H11_813,,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)
acidovorax_3H11,Ac3H11_2536,acidovorax_3H11:Ac3H11_2536,,Probable intracellular septation protein
acidovorax_3H11,Ac3H11_1444,acidovorax_3H11:Ac3H11_1444,,NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_3156,acidovorax_3H11:Ac3H11_3156,,Succinate dehydrogenase cytochrome b-556 subunit
acidovorax_3H11,Ac3H11_936,acidovorax_3H11:Ac3H11_936,,ATP-dependent Clp protease ATP-binding subunit ClpX
acidovorax_3H11,Ac3H11_1889,acidovorax_3H11:Ac3H11_1889,,general secretion pathway protein J
acidovorax_3H11,Ac3H11_528,acidovorax_3H11:Ac3H11_528,,CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)
acidovorax_3H11,Ac3H11_1790,acidovorax_3H11:Ac3H11_1790,,Nucleoside diphosphate kinase (EC 2.7.4.6)
acidovorax_3H11,Ac3H11_1441,acidovorax_3H11:Ac3H11_1441,,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_812,acidovorax_3H11:Ac3H11_812,,SSU ribosomal protein S4p (S9e)
acidovorax_3H11,Ac3H11_2577,acidovorax_3H11:Ac3H11_2577,,SSU ribosomal protein S1p
acidovorax_3H11,Ac3H11_429,acidovorax_3H11:Ac3H11_429,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)"
acidovorax_3H11,Ac3H11_4329,acidovorax_3H11:Ac3H11_4329,,FIG01289694: hypothetical protein
acidovorax_3H11,Ac3H11_1576,acidovorax_3H11:Ac3H11_1576,,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
acidovorax_3H11,Ac3H11_4455,acidovorax_3H11:Ac3H11_4455,,LSU ribosomal protein L1p (L10Ae)
acidovorax_3H11,Ac3H11_1972,acidovorax_3H11:Ac3H11_1972,,DNA modification methylase M.NGOI
acidovorax_3H11,Ac3H11_2135,acidovorax_3H11:Ac3H11_2135,,LSU ribosomal protein L3p (L3e)
acidovorax_3H11,Ac3H11_1573,acidovorax_3H11:Ac3H11_1573,,RNA polymerase sigma factor RpoE
acidovorax_3H11,Ac3H11_1445,acidovorax_3H11:Ac3H11_1445,,NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_665,acidovorax_3H11:Ac3H11_665,,Magnesium and cobalt transport protein CorA
acidovorax_3H11,Ac3H11_442,acidovorax_3H11:Ac3H11_442,,Cell division protein FtsH (EC 3.4.24.-)
acidovorax_3H11,Ac3H11_1885,acidovorax_3H11:Ac3H11_1885,,"Alpha-L-Rha alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.-)"
acidovorax_3H11,Ac3H11_1443,acidovorax_3H11:Ac3H11_1443,,NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_1468,acidovorax_3H11:Ac3H11_1468,,GCN5-related N-acetyltransferase
acidovorax_3H11,Ac3H11_2484,acidovorax_3H11:Ac3H11_2484,,18K peptidoglycan-associated outer membrane lipoprotein; Peptidoglycan-associated lipoprotein precursor; Outer membrane protein P6; OmpA/MotB precursor
acidovorax_3H11,Ac3H11_1252,acidovorax_3H11:Ac3H11_1252,,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
acidovorax_3H11,Ac3H11_4029,acidovorax_3H11:Ac3H11_4029,,Biotin carboxyl carrier protein of acetyl-CoA carboxylase
acidovorax_3H11,Ac3H11_2381,acidovorax_3H11:Ac3H11_2381,,Superoxide dismutase [Fe] (EC 1.15.1.1)
acidovorax_3H11,Ac3H11_1449,acidovorax_3H11:Ac3H11_1449,,NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_1451,acidovorax_3H11:Ac3H11_1451,,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_1450,acidovorax_3H11:Ac3H11_1450,,NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_1896,acidovorax_3H11:Ac3H11_1896,,hypothetical protein
acidovorax_3H11,Ac3H11_509,acidovorax_3H11:Ac3H11_509,,Inorganic pyrophosphatase (EC 3.6.1.1)
acidovorax_3H11,Ac3H11_3666,acidovorax_3H11:Ac3H11_3666,,Guanylate kinase (EC 2.7.4.8)
acidovorax_3H11,Ac3H11_466,acidovorax_3H11:Ac3H11_466,,Transcription termination factor Rho
acidovorax_3H11,Ac3H11_427,acidovorax_3H11:Ac3H11_427,,Outer membrane protein H precursor
acidovorax_3H11,Ac3H11_908,acidovorax_3H11:Ac3H11_908,,"Periplasmic thiol:disulfide oxidoreductase DsbB, required for DsbA reoxidation"
acidovorax_3H11,Ac3H11_527,acidovorax_3H11:Ac3H11_527,,Ketol-acid reductoisomerase (EC 1.1.1.86)
acidovorax_3H11,Ac3H11_312,acidovorax_3H11:Ac3H11_312,,DedA protein
acidovorax_3H11,Ac3H11_387,acidovorax_3H11:Ac3H11_387,,ABC transporter ATP-binding protein
acidovorax_3H11,Ac3H11_1440,acidovorax_3H11:Ac3H11_1440,,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_2830,acidovorax_3H11:Ac3H11_2830,,Threonyl-tRNA synthetase (EC 6.1.1.3)
acidovorax_3H11,Ac3H11_3159,acidovorax_3H11:Ac3H11_3159,,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)
acidovorax_3H11,Ac3H11_4413,acidovorax_3H11:Ac3H11_4413,,Protein-export membrane protein SecF (TC 3.A.5.1.1)
acidovorax_3H11,Ac3H11_4770,acidovorax_3H11:Ac3H11_4770,,GTP-binding protein Obg
acidovorax_3H11,Ac3H11_426,acidovorax_3H11:Ac3H11_426,,Outer membrane protein assembly factor YaeT precursor
acidovorax_3H11,Ac3H11_935,acidovorax_3H11:Ac3H11_935,,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)
acidovorax_3H11,Ac3H11_4794,acidovorax_3H11:Ac3H11_4794,,Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)
acidovorax_3H11,Ac3H11_1118,acidovorax_3H11:Ac3H11_1118,,Deoxycytidine triphosphate deaminase (EC 3.5.4.13)
acidovorax_3H11,Ac3H11_2097,acidovorax_3H11:Ac3H11_2097,,ATP synthase F0 sector subunit b
acidovorax_3H11,Ac3H11_3461,acidovorax_3H11:Ac3H11_3461,,NAD kinase (EC 2.7.1.23)
acidovorax_3H11,Ac3H11_4456,acidovorax_3H11:Ac3H11_4456,,LSU ribosomal protein L10p (P0)
acidovorax_3H11,Ac3H11_4113,acidovorax_3H11:Ac3H11_4113,,Iron-sulfur cluster regulator IscR
acidovorax_3H11,Ac3H11_684,acidovorax_3H11:Ac3H11_684,,Ferric uptake regulation protein FUR
acidovorax_3H11,Ac3H11_1581,acidovorax_3H11:Ac3H11_1581,,Phosphate:acyl-ACP acyltransferase PlsX
acidovorax_3H11,Ac3H11_2262,acidovorax_3H11:Ac3H11_2262,,GENE II AND X PROTEINS
acidovorax_3H11,Ac3H11_4458,acidovorax_3H11:Ac3H11_4458,,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
acidovorax_3H11,Ac3H11_2093,acidovorax_3H11:Ac3H11_2093,,ATP synthase beta chain (EC 3.6.3.14)
acidovorax_3H11,Ac3H11_1456,acidovorax_3H11:Ac3H11_1456,,Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
acidovorax_3H11,Ac3H11_2100,acidovorax_3H11:Ac3H11_2100,,ATP synthase protein I
acidovorax_3H11,Ac3H11_1886,acidovorax_3H11:Ac3H11_1886,,General secretion pathway protein E
acidovorax_3H11,Ac3H11_2538,acidovorax_3H11:Ac3H11_2538,,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
acidovorax_3H11,Ac3H11_3852,acidovorax_3H11:Ac3H11_3852,,"DNA-binding response regulator, LuxR family"
acidovorax_3H11,Ac3H11_1333,acidovorax_3H11:Ac3H11_1333,,Ornithine carbamoyltransferase (EC 2.1.3.3)
acidovorax_3H11,Ac3H11_3452,acidovorax_3H11:Ac3H11_3452,,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
acidovorax_3H11,Ac3H11_194,acidovorax_3H11:Ac3H11_194,,RNA polymerase sigma factor RpoD
acidovorax_3H11,Ac3H11_2132,acidovorax_3H11:Ac3H11_2132,,LSU ribosomal protein L2p (L8e)
acidovorax_3H11,Ac3H11_2631,acidovorax_3H11:Ac3H11_2631,,Peptide chain release factor 2; programmed frameshift-containing
acidovorax_3H11,Ac3H11_1448,acidovorax_3H11:Ac3H11_1448,,NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_2864,acidovorax_3H11:Ac3H11_2864,,GTP-binding protein TypA/BipA
acidovorax_3H11,Ac3H11_1902,acidovorax_3H11:Ac3H11_1902,,ABC transporter ATP-binding protein
acidovorax_3H11,Ac3H11_4258,acidovorax_3H11:Ac3H11_4258,,DNA polymerase III beta subunit (EC 2.7.7.7)
acidovorax_3H11,Ac3H11_1882,acidovorax_3H11:Ac3H11_1882,,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)
acidovorax_3H11,Ac3H11_374,acidovorax_3H11:Ac3H11_374,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
acidovorax_3H11,Ac3H11_648,acidovorax_3H11:Ac3H11_648,,NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
acidovorax_3H11,Ac3H11_2868,acidovorax_3H11:Ac3H11_2868,,Transcription termination protein NusA
acidovorax_3H11,Ac3H11_3161,acidovorax_3H11:Ac3H11_3161,,Citrate synthase (si) (EC 2.3.3.1)
acidovorax_3H11,Ac3H11_2634,acidovorax_3H11:Ac3H11_2634,,"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)"
acidovorax_3H11,Ac3H11_1888,acidovorax_3H11:Ac3H11_1888,,General secretion pathway protein G
acidovorax_3H11,Ac3H11_3153,acidovorax_3H11:Ac3H11_3153,,Malate dehydrogenase (EC 1.1.1.37)
acidovorax_3H11,Ac3H11_2467,acidovorax_3H11:Ac3H11_2467,,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)
acidovorax_3H11,Ac3H11_4459,acidovorax_3H11:Ac3H11_4459,,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
acidovorax_3H11,Ac3H11_288,acidovorax_3H11:Ac3H11_288,,CTP synthase (EC 6.3.4.2)
acidovorax_3H11,Ac3H11_2129,acidovorax_3H11:Ac3H11_2129,,SSU ribosomal protein S3p (S3e)
acidovorax_3H11,Ac3H11_4111,acidovorax_3H11:Ac3H11_4111,,Iron-sulfur cluster assembly scaffold protein IscU
acidovorax_3H11,Ac3H11_3142,acidovorax_3H11:Ac3H11_3142,,Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
acidovorax_3H11,Ac3H11_1565,acidovorax_3H11:Ac3H11_1565,,GTP-binding protein Era
acidovorax_3H11,Ac3H11_1898,acidovorax_3H11:Ac3H11_1898,,Lipopolysaccharide biosynthesis protein-like
acidovorax_3H11,Ac3H11_1859,acidovorax_3H11:Ac3H11_1859,,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59)"
acidovorax_3H11,Ac3H11_3912,acidovorax_3H11:Ac3H11_3912,,hypothetical protein
acidovorax_3H11,Ac3H11_2914,acidovorax_3H11:Ac3H11_2914,,Arginine decarboxylase (EC 4.1.1.19); Ornithine decarboxylase (EC 4.1.1.17); Lysine decarboxylase (EC 4.1.1.18)
acidovorax_3H11,Ac3H11_1769,acidovorax_3H11:Ac3H11_1769,,Seryl-tRNA synthetase (EC 6.1.1.11)
acidovorax_3H11,Ac3H11_807,acidovorax_3H11:Ac3H11_807,,LSU ribosomal protein L15p (L27Ae)
acidovorax_3H11,Ac3H11_4115,acidovorax_3H11:Ac3H11_4115,,Aromatic-amino-acid aminotransferase (EC 2.6.1.57)
acidovorax_3H11,Ac3H11_3855,acidovorax_3H11:Ac3H11_3855,,Carboxyl-terminal protease (EC 3.4.21.102)
acidovorax_3H11,Ac3H11_4087,acidovorax_3H11:Ac3H11_4087,,Aspartokinase (EC 2.7.2.4)
acidovorax_3H11,Ac3H11_1804,acidovorax_3H11:Ac3H11_1804,,ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)
acidovorax_3H11,Ac3H11_4742,acidovorax_3H11:Ac3H11_4742,,Twin-arginine translocation protein TatC
acidovorax_3H11,Ac3H11_2095,acidovorax_3H11:Ac3H11_2095,,ATP synthase alpha chain (EC 3.6.3.14)
acidovorax_3H11,Ac3H11_436,acidovorax_3H11:Ac3H11_436,,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
acidovorax_3H11,Ac3H11_3144,acidovorax_3H11:Ac3H11_3144,,Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)
acidovorax_3H11,Ac3H11_1512,acidovorax_3H11:Ac3H11_1512,,Replicative DNA helicase (EC 3.6.1.-)
acidovorax_3H11,Ac3H11_4436,acidovorax_3H11:Ac3H11_4436,,Thymidylate synthase (EC 2.1.1.45)
acidovorax_3H11,Ac3H11_1809,acidovorax_3H11:Ac3H11_1809,,"CRISPR-associated protein, Csy3 family"
acidovorax_3H11,Ac3H11_2826,acidovorax_3H11:Ac3H11_2826,,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
acidovorax_3H11,Ac3H11_3439,acidovorax_3H11:Ac3H11_3439,,Ferredoxin--NADP(+) reductase (EC 1.18.1.2)
acidovorax_3H11,Ac3H11_1519,acidovorax_3H11:Ac3H11_1519,,Chaperone protein DnaK
acidovorax_3H11,Ac3H11_3339,acidovorax_3H11:Ac3H11_3339,,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)
acidovorax_3H11,Ac3H11_682,acidovorax_3H11:Ac3H11_682,,"PTS system nitrogen-specific IIA component, PtsN"
acidovorax_3H11,Ac3H11_1907,acidovorax_3H11:Ac3H11_1907,,Acetylglutamate kinase (EC 2.7.2.8)
acidovorax_3H11,Ac3H11_1798,acidovorax_3H11:Ac3H11_1798,,GTP-binding protein EngA
acidovorax_3H11,Ac3H11_3138,acidovorax_3H11:Ac3H11_3138,,"Tol biopolymer transport system, TolR protein"
acidovorax_3H11,Ac3H11_1883,acidovorax_3H11:Ac3H11_1883,,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)"
acidovorax_3H11,Ac3H11_2572,acidovorax_3H11:Ac3H11_2572,,DNA gyrase subunit A (EC 5.99.1.3)
acidovorax_3H11,Ac3H11_4263,acidovorax_3H11:Ac3H11_4263,,"Inner membrane protein translocase component YidC, long form"
acidovorax_3H11,Ac3H11_419,acidovorax_3H11:Ac3H11_419,,Translation elongation factor Ts
acidovorax_3H11,Ac3H11_1788,acidovorax_3H11:Ac3H11_1788,,Segregation and condensation protein B
acidovorax_3H11,Ac3H11_1446,acidovorax_3H11:Ac3H11_1446,,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_3823,acidovorax_3H11:Ac3H11_3823,,Segregation and condensation protein A
acidovorax_3H11,Ac3H11_3043,acidovorax_3H11:Ac3H11_3043,,Adenosylhomocysteinase (EC 3.3.1.1)
acidovorax_3H11,Ac3H11_1867,acidovorax_3H11:Ac3H11_1867,,Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)
acidovorax_3H11,Ac3H11_1447,acidovorax_3H11:Ac3H11_1447,,NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_4021,acidovorax_3H11:Ac3H11_4021,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)"
acidovorax_3H11,Ac3H11_4485,acidovorax_3H11:Ac3H11_4485,,Formyltetrahydrofolate deformylase (EC 3.5.1.10)
acidovorax_3H11,Ac3H11_3058,acidovorax_3H11:Ac3H11_3058,,Tyrosyl-tRNA synthetase (EC 6.1.1.1)
acidovorax_3H11,Ac3H11_443,acidovorax_3H11:Ac3H11_443,,Dihydropteroate synthase (EC 2.5.1.15)
acidovorax_3H11,Ac3H11_1439,acidovorax_3H11:Ac3H11_1439,,NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)
acidovorax_3H11,Ac3H11_377,acidovorax_3H11:Ac3H11_377,,Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)
acidovorax_3H11,Ac3H11_1700,acidovorax_3H11:Ac3H11_1700,,Thioredoxin reductase (EC 1.8.1.9)
acidovorax_3H11,Ac3H11_2012,acidovorax_3H11:Ac3H11_2012,,Phospho-N-acetylmuramoyl-pentapeptide- transferase (EC 2.7.8.13)
acidovorax_3H11,Ac3H11_1899,acidovorax_3H11:Ac3H11_1899,,Possible glycosyltransferase
acidovorax_3H11,Ac3H11_1232,acidovorax_3H11:Ac3H11_1232,,Adenylosuccinate lyase (EC 4.3.2.2)
acidovorax_3H11,Ac3H11_420,acidovorax_3H11:Ac3H11_420,,Uridine monophosphate kinase (EC 2.7.4.22)
acidovorax_3H11,Ac3H11_2921,acidovorax_3H11:Ac3H11_2921,,Serine hydroxymethyltransferase (EC 2.1.2.1)
acidovorax_3H11,Ac3H11_4555,acidovorax_3H11:Ac3H11_4555,,Bona fide RidA/YjgF/TdcF/RutC subgroup
acidovorax_3H11,Ac3H11_2096,acidovorax_3H11:Ac3H11_2096,,ATP synthase delta chain (EC 3.6.3.14)
acidovorax_3H11,Ac3H11_757,acidovorax_3H11:Ac3H11_757,,Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
acidovorax_3H11,Ac3H11_1903,acidovorax_3H11:Ac3H11_1903,,"glycosyl transferase, family 2"
acidovorax_3H11,Ac3H11_4015,acidovorax_3H11:Ac3H11_4015,,"Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)"
acidovorax_3H11,Ac3H11_424,acidovorax_3H11:Ac3H11_424,,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
acidovorax_3H11,Ac3H11_3454,acidovorax_3H11:Ac3H11_3454,,Outer membrane lipoprotein LolB
acidovorax_3H11,Ac3H11_4112,acidovorax_3H11:Ac3H11_4112,,"Cysteine desulfurase (EC 2.8.1.7), IscS subfamily"
acidovorax_3H11,Ac3H11_48,acidovorax_3H11:Ac3H11_48,,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)
acidovorax_3H11,Ac3H11_149,acidovorax_3H11:Ac3H11_149,,Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)
acidovorax_3H11,Ac3H11_2521,acidovorax_3H11:Ac3H11_2521,,hypothetical protein
acidovorax_3H11,Ac3H11_3853,acidovorax_3H11:Ac3H11_3853,,Response regulator receiver
acidovorax_3H11,Ac3H11_1900,acidovorax_3H11:Ac3H11_1900,,UDP-glucose 4-epimerase (EC 5.1.3.2)
acidovorax_3H11,Ac3H11_4801,acidovorax_3H11:Ac3H11_4801,,Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
acidovorax_3H11,Ac3H11_538,acidovorax_3H11:Ac3H11_538,,Methionine aminopeptidase (EC 3.4.11.18)
acidovorax_3H11,Ac3H11_1570,acidovorax_3H11:Ac3H11_1570,,HtrA protease/chaperone protein
acidovorax_3H11,Ac3H11_2609,acidovorax_3H11:Ac3H11_2609,,Colicin V production protein
acidovorax_3H11,Ac3H11_2854,acidovorax_3H11:Ac3H11_2854,,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)
acidovorax_3H11,Ac3H11_1697,acidovorax_3H11:Ac3H11_1697,,Outer membrane lipoprotein carrier protein LolA
acidovorax_3H11,Ac3H11_2103,acidovorax_3H11:Ac3H11_2103,,Lipoate synthase
acidovorax_3H11,Ac3H11_435,acidovorax_3H11:Ac3H11_435,,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
acidovorax_3H11,Ac3H11_2458,acidovorax_3H11:Ac3H11_2458,,DNA polymerase III alpha subunit (EC 2.7.7.7)
acidovorax_3H11,Ac3H11_658,acidovorax_3H11:Ac3H11_658,,Fructose-bisphosphate aldolase class II (EC 4.1.2.13)
acidovorax_3H11,Ac3H11_2825,acidovorax_3H11:Ac3H11_2825,,Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)
acidovorax_3H11,Ac3H11_3664,acidovorax_3H11:Ac3H11_3664,,"GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)"
acidovorax_3H11,Ac3H11_689,acidovorax_3H11:Ac3H11_689,,Leucyl-tRNA synthetase (EC 6.1.1.4)
acidovorax_3H11,Ac3H11_291,acidovorax_3H11:Ac3H11_291,,Enolase (EC 4.2.1.11)
acidovorax_3H11,Ac3H11_4028,acidovorax_3H11:Ac3H11_4028,,Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)
acidovorax_3H11,Ac3H11_1505,acidovorax_3H11:Ac3H11_1505,,Threonine synthase (EC 4.2.3.1)
acidovorax_3H11,Ac3H11_2867,acidovorax_3H11:Ac3H11_2867,,Translation initiation factor 2
acidovorax_3H11,Ac3H11_2296,acidovorax_3H11:Ac3H11_2296,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)"
acidovorax_3H11,Ac3H11_2616,acidovorax_3H11:Ac3H11_2616,,Argininosuccinate synthase (EC 6.3.4.5)
acidovorax_3H11,Ac3H11_2857,acidovorax_3H11:Ac3H11_2857,,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)
acidovorax_3H11,Ac3H11_3335,acidovorax_3H11:Ac3H11_3335,,Rod shape-determining protein MreB
