gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NZ_JAKMVZ010000017.1_78	COG0730	1Z5PP	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_JALPRC010000001.1_833	COG2135	4B7YB	5	universal	S	-	-	SRAP	Belongs to the SOS response-associated peptidase family	17	29
NZ_RPHY01000054.1_16	COG4233	4B7U5	5	universal	CO	-	-	DsbC	to be involved in C-type cytochrome biogenesis	4	4
NZ_RPHO01000001.1_126	COG2085	4BNRA	5	universal	S	-	-	F420_oxidored,IlvN,NAD_binding_2,PGDH_C,Rossmann-like	Phosphogluconate dehydrogenase (decarboxylating) C-term	2	4
NZ_ATZD01000017.1_75	COG5662	4B93V	5	universal	K	-	-	-	transmembrane transcriptional regulator (anti-sigma factor)	10	16
NC_018700.1_1590	COG0823	4B8F5	5	universal	U	-	-	Amidohydro_1,PD40	Periplasmic component of the Tol biopolymer transport system	15	21
NZ_AKZW01000106.1_174	COG4275	4B9U7	7	universal	P	-	-	Chrome_Resist,Rhodanese	Chromate resistance	7	8
NC_017325.1_1511	COG4976	4B8SV	5	universal	S	2.1.1.222,2.1.1.64	ko:K00568	Methyltransf_11,Methyltransf_23,Methyltransf_31,TPR_1,TPR_2	Methyltransferase	2	3
NZ_LKEO01000002.1_52	COG0451	1Z5IA	5	universal	M	1.1.1.203	ko:K18981	Epimerase	Male sterility protein	17	32
NZ_WIRJ01000191.1_12	COG3926	2UKQ7	4	universal	S	-	-	Glyco_hydro_108,PG_binding_3	Glycosyl hydrolase 108	7	10
NZ_WIRY01000016.1_1	COG5010	4B778	5	universal	U	-	-	TPR_10,TPR_12,TPR_16,TPR_19,TPR_2,TPR_4,TPR_8	COG0457 FOG TPR repeat	6	6
NZ_RPKJ01000105.1_17	COG4643	4BAPY	5	universal	S	-	-	Toprim_3	Toprim domain	4	5
NZ_RPHM01000013.1_71	COG0589	4BNPH	5	universal	T	-	-	Usp	Universal stress protein UspA and related nucleotide-binding proteins	8	25
NZ_RPHL01000036.1_24	COG4328	4BHHY	5	universal	S	-	-	DUF429	Protein of unknown function (DUF429)	1	1
NZ_PZMJ02000001.1_1437	COG1692	4B9AE	5	universal	S	-	ko:K09769	YmdB	protein conserved in bacteria	3	3
NZ_ATZC01000023.1_10	COG1082	4BN2D	5	universal	G	-	-	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
NC_015590.1_3443	COG1082	4B99E	5	universal	G	-	-	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
NC_003047.1_1822	COG0483	4B8EC	5	universal	G	3.1.3.25	ko:K01092	Inositol_P	inositol mono-phosphatase	4	5
NZ_AVEA02000215.1_5	COG0037	1Z653	5	universal	J	-	ko:K14058	ATP_bind_3	Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine cysteine desulfurase (IscS) system	6	7
NZ_RPMR01000100.1_1	COG0730	4B9R7	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_RPKI01000035.1_30	COG1806	4BAD9	5	universal	S	2.7.11.33,2.7.4.28	ko:K09773	Kinase-PPPase	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the pyruvate, phosphate dikinase (PPDK) by catalyzing its phosphorylation dephosphorylation	13	13
NZ_JALJ01000009.1_247	COG1639	1Z7DG	5	universal	T	6.3.1.2	ko:K01915	HDOD	HDOD domain	4	13
NZ_CP045799.1_1291	COG0742	1Z5HI	5	universal	J	2.1.1.242	ko:K15984	SAM_MT	Specifically methylates the guanosine in position 1516 of 16S rRNA	9	10
NC_007005.1_5181	COG2513	1S2C1	4	universal	G	-	-	PEP_mutase	COG2513 PEP phosphonomutase and related enzymes	3	4
NZ_WISN01000279.1_17	COG1082	4BICD	5	universal	G	-	-	AP_endonuc_2	Xylose isomerase-like TIM barrel	10	23
NZ_PVNM01000270.1_57	COG1305	4B991	5	universal	E	-	-	Bact_transglu_N,Transglut_core	Transglutaminase-like	17	27
NZ_CP019484.1_1338	COG1273	4BAWP	5	universal	L	-	ko:K10979	Ku	With LigD forms a non-homologous end joining (NHEJ) DNA repair enzyme, which repairs dsDNA breaks with reduced fidelity. Binds linear dsDNA with 5'- and 3'- overhangs but not closed circular dsDNA nor ssDNA. Recruits and stimulates the ligase activity of LigD	7	9
NZ_ATYH01000045.1_21	2ZXPR	4B8AN	5	universal	S	-	-	DUF1849	Domain of unknown function (DUF1849)	1	1
NZ_QPBY01000103.1_34	33WWC	1SPAE	4	universal	-	-	-	-	-	2	2
NZ_LKCE01000025.1_26	COG2885	1Z7FC	5	universal	M	-	-	DUF4892	Domain of unknown function (DUF4892)	15	52
NZ_LKEO01000079.1_19	COG1806	1Z53T	5	universal	F	2.7.11.33,2.7.4.28	ko:K09773	Kinase-PPPase	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation	13	13
NZ_WIST01000060.1_19	COG3619	4B7B3	5	universal	S	-	-	DUF1275	membrane	9	12
NZ_CP019584.1_2720	COG3931	4BEW7	5	universal	E	-	-	FGase	N-formylglutamate amidohydrolase	3	5
NZ_LIHR01000129.1_97	COG5532	1RY8Y	4	universal	S	-	-	DUF2303	Uncharacterized conserved protein (DUF2303)	2	2
NZ_AVEA02000310.1_26	32WPF	1Z54I	5	universal	-	-	-	-	-	4	5
NZ_WIRJ01000029.1_26	COG3900	4B7F5	5	universal	M	-	-	DUF2092	Predicted periplasmic protein (DUF2092)	3	4
NZ_RPMG01000085.1_17	COG0354	4BASQ	5	universal	S	-	ko:K06980	GCV_T,GCV_T_C	Belongs to the GcvT family	3	3
NZ_RPIW01000019.1_46	COG4312	4B71M	5	universal	S	-	-	DUF899	Bacterial protein of unknown function (DUF899)	11	16
NZ_RPIR01000002.1_54	COG3000	4BAN3	5	universal	I	-	-	FA_hydroxylase	Fatty acid hydroxylase superfamily	6	9
NZ_ATZD01000001.1_299	COG4130	4B9NW	5	universal	G	5.3.99.11	ko:K06606	AP_endonuc_2	Xylose isomerase-like TIM barrel	3	3
NZ_AKZW01000042.1_38	COG0030	4BHK0	5	universal	J	-	-	Methyltransf_11	Ribosomal RNA adenine dimethylase	1	1
NZ_NHSS01000058.1_9	COG0730	1Z6E9	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_RPJO01000009.1_81	COG5482	4BAIS	5	universal	S	-	-	DUF2161	Putative PD-(D/E)XK phosphodiesterase (DUF2161)	4	4
NZ_RPJS01000001.1_158	COG2267	4BBSI	5	universal	I	-	-	Abhydrolase_1,Hydrolase_4	Serine aminopeptidase, S33	21	45
NZ_RPJE01000051.1_4	COG5501	4BJ0Q	5	universal	S	-	ko:K17226	SoxY,SoxZ	Sulfur oxidation protein SoxY	8	9
NZ_RPJE01000027.1_19	COG5662	4BMU2	5	universal	K	-	-	-	transmembrane transcriptional regulator (Anti-sigma factor)	10	16
NZ_RPHK01000005.1_16	COG1741	4BDQ0	5	universal	S	-	ko:K06911	Pirin	Belongs to the pirin family	8	11
NZ_CP021797.1_623	COG1651	4B74W	5	universal	O	-	-	Thioredoxin_4	COG1651 Protein-disulfide isomerase	11	15
NZ_CP009144.1_1846	COG5473	4B72U	5	universal	S	-	-	DUF2189	Predicted integral membrane protein (DUF2189)	6	8
NZ_QPBU01000052.1_8	COG2267	1Z6QB	5	universal	I	-	-	Abhydrolase_6	Alpha/beta hydrolase family	21	45
NZ_QPBW01000003.1_26	COG3228	1Z5WZ	5	universal	S	-	ko:K09933	Peptidase_M90	Belongs to the MtfA family	15	18
NZ_NBAP01000011.1_65	31JQQ	1ZA83	5	universal	-	-	-	-	-	1	1
NZ_PCZN01000026.1_8	COG1216	1SI8H	4	universal	M	-	-	Glycos_transf_2	Glycosyl transferase, family 2	16	31
NZ_RPHS01000011.1_40	COG5473	4BB9I	5	universal	S	-	-	DUF2189	Predicted integral membrane protein (DUF2189)	6	8
NZ_ATYP01000009.1_30	COG1525	4BCHU	5	universal	L	-	-	-	nuclease	3	6
NZ_NHSS01000198.1_5	COG1524	1Z5YI	5	universal	S	-	-	Phosphodiest	Type I phosphodiesterase / nucleotide pyrophosphatase	11	16
MLEK01000006.1_5	COG3266	1Z4M7	5	universal	S	-	-	-	Energy transducer TonB	13	16
NZ_KI421521.1_1190	COG1801	4B8BT	5	universal	S	-	-	DUF72	Protein of unknown function DUF72	26	39
NZ_WKDN01000051.1_27	33CBN	1Z5E8	5	universal	-	-	-	-	-	7	7
NZ_JALJ01000032.1_70	COG2912	1Z65U	5	universal	S	-	-	TPR_9,Transglut_core2	Transglutaminase-like superfamily	10	10
AKZY01000344.1_10	COG0398	4BF0R	5	universal	S	-	-	SNARE_assoc	SNARE associated Golgi protein	6	7
AKZY01000228.1_3	COG0121	4B9PG	5	universal	S	-	-	GATase_4	glutamine amidotransferase	3	3
AKZY01000076.1_6	COG3219	4BBF9	5	universal	S	-	-	DUF2063	Putative DNA-binding domain	20	26
NZ_MLEX01000002.1_11	2Z7J9	1Z6GC	5	universal	S	-	-	DUF2797	Protein of unknown function (DUF2797)	12	12
NZ_LGAR01000128.1_108	COG3496	1Z71I	5	universal	S	-	ko:K09701	DUF1365	Protein of unknown function (DUF1365)	16	16
NZ_WISN01000056.1_50	COG1273	4BAWP	5	universal	L	-	ko:K10979	Ku	With LigD forms a non-homologous end joining (NHEJ) DNA repair enzyme, which repairs dsDNA breaks with reduced fidelity. Binds linear dsDNA with 5'- and 3'- overhangs but not closed circular dsDNA nor ssDNA. Recruits and stimulates the ligase activity of LigD	7	9
NZ_RPLE01000062.1_8	COG0584	4BCRH	5	universal	C	3.1.4.46	ko:K01126	GDPD	Glycerophosphoryl diester phosphodiesterase family	6	8
NZ_RPIG01000015.1_16	COG3709	4B91J	5	universal	P	-	-	DUF1045	Protein of unknown function (DUF1045)	6	7
NZ_RDQX01000005.1_55	COG1409	4BA0P	5	universal	S	3.1.4.53	ko:K03651	Metallophos	Hydrolyzes cAMP to 5'-AMP. Plays an important regulatory role in modulating the intracellular concentration of cAMP, thereby influencing cAMP-dependent processes	12	19
NZ_CP021828.1_1222	COG3568	4B7WX	5	universal	S	-	-	Exo_endo_phos	Endonuclease/Exonuclease/phosphatase family	8	15
NZ_JAKMVI010000026.1_65	COG0767	1Z5ZF	5	universal	Q	-	ko:K02066	MlaE	Permease MlaE	12	12
NZ_QPBQ01000010.1_37	COG0727	1Z4JM	5	universal	S	-	-	CxxCxxCC	Putative zinc- or iron-chelating domain	14	33
NZ_LKEL01000002.1_108	334UQ	1R3I7	3	universal	-	-	-	-	-	1	1
NZ_WIRY01000192.1_50	COG3547	4BCVN	5	universal	L	-	ko:K07486	DEDD_Tnp_IS110,Transposase_20	Transposase IS116/IS110/IS902 family	6	7
NZ_CP021794.1_609	COG0790	4BBM7	5	universal	S	-	ko:K07126	Sel1	Sel1 repeat	16	34
NZ_KI421521.1_2086	COG1496	4B8QV	5	universal	S	-	ko:K05810	Cu-oxidase_4	Belongs to the multicopper oxidase YfiH RL5 family	18	19
NZ_ATZC01000008.1_61	COG2227	4B7XI	5	universal	H	-	ko:K15257	Methyltransf_9	Protein of unknown function (DUF1698)	13	20
NZ_ATTK01000026.1_26	COG3931	4B8ZZ	5	universal	E	-	-	FGase	N-formylglutamate amidohydrolase	3	5
NC_003047.1_2302	2Z9W1	4BMVH	5	universal	K	-	-	HTH_26,HTH_3	Helix-turn-helix XRE-family like proteins	3	3
NZ_NHSX01000008.1_41	COG4336	1Z997	5	universal	S	-	-	DUF1445	Belongs to the D-glutamate cyclase family	9	10
NC_007005.1_3595	COG1432	1RSP8	4	universal	T	-	-	NYN,OST-HTH	OST-HTH/LOTUS domain	18	28
NZ_CP021822.1_875	COG1396	4BFPI	5	universal	K	-	-	HTH_3,HTH_31	Helix-turn-helix	15	37
NZ_CP021798.1_940	COG0596	4BAN5	5	universal	S	-	-	Abhydrolase_6	Serine hydrolase	14	23
NZ_CP021794.1_865	COG0235	4BARE	5	universal	G	-	-	Aldolase_II	Class II Aldolase and Adducin N-terminal domain	6	6
NC_019849.2_1406	COG0842	4BD8P	5	universal	V	-	ko:K01992	ABC2_membrane	ABC-2 family transporter protein	6	8
NZ_AGVV01000021.1_68	COG1402	4B89G	5	universal	S	3.5.2.10	ko:K01470	Creatininase	Creatinine amidohydrolase	4	4
NC_003037.1_1199	COG2207	COG2207	2	universal	K	-	ko:K21826	AraC_binding,HTH_18,HTH_AraC	Transcriptional regulator	9	21
NWVT01000018.1_38	COG0705	4B946	5	universal	S	-	-	Rhomboid	membrane protein (homolog of Drosophila rhomboid)	7	8
AKZY01000061.1_33	COG2067	4BA91	5	universal	I	-	-	-	long-chain fatty acid transport protein	8	15
NZ_AP020337.1_749	COG2226	1S5FF	4	universal	Q	-	-	Methyltransf_11	Methyltransferase type 11	17	38
NZ_RPKM01000015.1_44	COG5588	4BNPP	5	universal	S	-	-	DUF1326	Protein of unknown function (DUF1326)	7	8
NZ_RPIQ01000082.1_31	COG2968	4B9S8	5	universal	S	-	ko:K09807	SIMPL	Protein of unknown function (DUF541)	10	10
NZ_AZNW01000043.1_34	COG1434	4BAPV	5	universal	S	-	-	DUF218	DUF218 domain	21	23
NZ_AKZW01000042.1_102	COG0695	4BB6T	5	universal	O	-	-	Glutaredoxin,MauE	Glutaredoxin	10	17
NZ_WKCV01000024.1_12	COG4786	1Z6QW	5	universal	N	-	ko:K02392	Flg_bb_rod,Flg_bbr_C	Belongs to the flagella basal body rod proteins family	6	7
NZ_RBRX01000098.1_11	COG2861	1Z5WM	5	universal	S	-	ko:K09798	Polysacc_deac_2	Divergent polysaccharide deacetylase	11	11
NZ_RPIK01000030.1_37	COG0451	4BA42	5	universal	GM	1.1.1.203	ko:K18981	Epimerase	NAD-dependent epimerase dehydratase	17	32
NZ_CP021808.1_267	COG5387	4B9JN	5	universal	O	-	-	ATP12	Chaperone required for the assembly of the mitochondrial F1-ATPase	1	1
NZ_CP021218.1_1417	COG3904	4B7PS	5	universal	S	-	-	CLP_protease	PeriplasmiC protein	2	2
NZ_CP005969.1_4286	COG0730	1Z5Z3	5	universal	S	-	ko:K07090	TauE	Sulfite exporter TauE/SafE	20	72
NZ_JALJ01000017.1_130	COG3248	1Z6UQ	5	universal	M	-	-	Channel_Tsx	COG3248 Nucleoside-binding outer membrane protein	8	10
NZ_WISS01000133.1_2	COG4424	4BEA5	5	universal	S	2.8.2.37	ko:K21014	Sulphotransf	Stf0 sulphotransferase	4	6
NZ_RPIL01000042.1_21	COG3482	4B8C5	5	universal	S	-	-	TfuA	TfuA-like protein	2	2
NZ_RPHO01000057.1_16	COG0730	4B7JG	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_LJPM01000034.1_12	COG5424	1Z5N5	5	universal	H	-	-	Haem_oxygenas_2	Iron-containing redox enzyme	3	4
NC_007005.1_2869	32XU7	1T33M	4	universal	S	-	-	DUF2971	Protein of unknown function (DUF2971)	1	1
NZ_CP021804.1_399	COG0084	4B7FK	5	universal	L	-	ko:K03424	TatD_DNase	TatD family	3	3
NZ_KI783304.1_18	COG0596	4B7WV	5	universal	S	1.11.1.10	ko:K00433	Abhydrolase_1	Alpha beta hydrolase	14	23
NZ_ATTK01000007.1_44	COG0388	4B72M	5	universal	S	-	-	CN_hydrolase	Carbon-nitrogen hydrolase	6	7
NZ_QPBP01000014.1_8	COG1073	1Z7FV	5	universal	S	-	-	-	alpha beta	27	59
NZ_LKCE01000012.1_150	2Z8NN	1Z96B	5	universal	S	-	-	DUF1845	Domain of unknown function (DUF1845)	2	3
NZ_LKCE01000001.1_584	31UI6	1P2PD	3	universal	-	-	-	-	-	2	2
NC_007005.1_2890	33U1X	1SNRN	4	universal	-	-	-	-	-	2	2
MLEL01000007.1_207	COG3022	1Z5RP	5	universal	S	-	ko:K09861	H2O2_YaaD	Belongs to the UPF0246 family	17	17
NZ_RPKV01000144.1_6	COG5662	4BF8G	5	universal	K	-	-	-	AntiSigma factor	10	16
NZ_RPKS01000030.1_51	COG1011	4B789	5	universal	S	-	ko:K07025	HAD_2	hydrolase	6	8
NZ_RPII01000144.1_5	COG4422	2PYW0	5	universal	S	-	-	DUF5131	Protein of unknown function (DUF5131)	3	3
NZ_ATYH01000007.1_22	COG1708	4BEZC	5	universal	S	2.7.7.47	ko:K00984	DUF4111,NTP_transf_2	Domain of unknown function (DUF4111)	6	8
NZ_ATTK01000024.1_80	COG0730	4B8IU	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
AKZY01000287.1_33	COG3510	4BA10	5	universal	V	-	-	CmcI	cephalosporin hydroxylase	3	3
NZ_WISR01000051.1_11	COG3246	4BB48	5	universal	S	-	-	BKACE	beta-keto acid cleavage enzyme	11	18
NZ_WKEK01000041.1_18	31IZK	1Z5RZ	5	universal	-	-	-	-	-	1	1
MLER01000004.1_211	COG1216	1Z8MY	5	universal	S	-	-	-	Glycosyl transferase, family 2	16	31
NZ_CP019584.1_832	COG4123	4B832	5	universal	S	2.1.1.223	ko:K15460	MTS	Methyltransferase	5	5
NZ_ATZD01000023.1_47	COG2513	4B91I	5	universal	G	-	-	PEP_mutase	Phosphoenolpyruvate phosphomutase	3	4
CP021814.1_765	COG0726	4BA9U	5	universal	G	-	-	Polysacc_deac_1	polysaccharide deacetylase	13	18
AKZY01000146.1_6	COG4544	4BA4E	5	universal	S	-	ko:K14160	-	SOS response	11	13
NZ_QPBU01000054.1_9	COG1434	1Z4Y4	5	universal	S	-	-	DUF218	DUF218 domain	21	23
NZ_LKEO01000090.1_16	33E32	1Z6W3	5	universal	-	-	-	-	-	2	2
NZ_LKEL01000002.1_92	2Z8UQ	1RRB1	4	universal	-	-	-	-	-	3	3
NZ_RPLN01000134.1_11	COG1192	4B9RH	5	universal	D	-	ko:K03496	AAA_31,CbiA,VirC1	Cobyrinic acid a,c-diamide synthase	9	16
NZ_CP021825.1_2046	COG1651	4BMKP	5	universal	O	-	-	DSBA	DSBA-like thioredoxin domain	11	15
NZ_ALPV02000014.1_234	COG2853	1YWZW	5	universal	M	-	ko:K04754	MlaA	VacJ family lipoprotein	3	3
NZ_JAGKIE010000051.1_39	32PJK	4AMTY	5	universal	-	-	-	-	-	1	1
NZ_PUEO01000004.1_160	311V9	4APJV	5	universal	S	-	-	-	Psort location Cytoplasmic, score 8.96	1	1
JAGZEW010000060.1_15	2ZEW2	4AQDZ	5	universal	-	-	-	-	-	1	1
NZ_JAAABB010000010.1_159	COG2823	1YX4H	5	universal	S	-	-	BON	SMART Transport-associated and nodulation	12	22
NZ_QWEF01000001.1_4279	COG0834	1YWR6	5	universal	ET	-	-	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	18	50
NZ_JANUHT010000002.1_2783	COG3956	4AMDU	5	universal	S	3.6.1.66	ko:K02428	MazG	Psort location Cytoplasmic, score 8.96	1	1
NZ_ALNR01000204.1_10	COG0730	1S62V	4	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NC_017530.1_800	COG0501	1YW9R	5	universal	M	-	-	Peptidase_M48	PFAM peptidase M48	6	7
NC_002947.4_656	31FUF	1Z37W	5	universal	-	-	-	-	-	1	1
NZ_JANUKG010000001.1_4067	339JU	4APA5	5	universal	S	-	-	-	Psort location CytoplasmicMembrane, score 10.00	1	1
NZ_JAIHBE010000002.1_241	33VP4	4APWJ	5	universal	-	-	-	-	-	1	1
CAKWOY010000020.1_38	32WRH	4ANDD	5	universal	S	-	-	DUF1573	Protein of unknown function (DUF1573)	1	1
NZ_CP054264.1_2664	COG1082	1YYAA	5	universal	G	-	-	AP_endonuc_2	PFAM Xylose isomerase domain protein TIM barrel	10	23
NZ_JADNMN010000271.1_1	348BI	4AVYX	5	universal	S	-	-	DUF4919	Domain of unknown function (DUF4919)	1	1
NZ_CP065872.1_2882	COG0810	4AQQK	5	universal	M	-	ko:K03832	CarbopepD_reg_2,TonB_C	Gram-negative bacterial TonB protein C-terminal	13	20
NZ_CAKNDZ010000001.1_300	COG2200	COG2200	2	universal	T	-	-	CSS-motif,EAL	EAL domain	10	18
NZ_BCAQ01000002.1_127	COG3496	1YVV7	5	universal	S	-	ko:K09701	DUF1365	Protein of unknown function (DUF1365)	16	16
NZ_JAIHBD010000011.1_62	COG3666	2FNIQ	4	universal	L	-	-	DDE_Tnp_1_6,DUF772	COG COG3666 Transposase and inactivated derivatives	3	4
JAEWFO010000049.1_40	33Q7U	4AKPI	5	universal	S	-	-	DUF3805,DUF3806	COG NOG25193 non supervised orthologous group	1	1
JAIHWS010000005.1_135	2ZUDC	4APJ5	5	universal	-	-	-	-	-	1	1
NZ_JAJSRM010000008.1_30	COG3209	COG3209	2	universal	M	-	-	PT-HINT,RHS_repeat	self proteolysis	11	48
NZ_CP026332.1_4695	340GT	1SPXH	4	universal	S	-	-	-	exported protein of Yersinia UniRef RepID A1JKZ1_YERE8	1	1
NZ_LSUZ01000169.1_57	COG3248	1YX3F	5	universal	M	-	-	Channel_Tsx,DUF5020	Nucleoside-specific channel-forming protein, Tsx	8	10
NZ_KK214963.1_63	COG2912	1YUZE	5	universal	S	-	-	TPR_9,Transglut_core2	Transglutaminase-like superfamily	10	10
NZ_AGFJ01000152.1_3	COG1524	1YW3F	5	universal	S	-	-	Phosphodiest	PFAM type I phosphodiesterase nucleotide pyrophosphatase	11	16
CP069317.1_3178	COG1639	1YY7M	5	universal	T	6.3.1.2	ko:K01915	HDOD	Signal transduction protein	4	13
DNYT01000154.1_12	COG0834	1YYSU	5	universal	ET	-	ko:K02030	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	18	50
NZ_JANUKG010000001.1_451	33R13	4ANFA	5	universal	S	-	-	DUF4121	Domain of unknown function (DUF4121)	1	1
NZ_JADNMV010000103.1_6	COG0457	4APN3	5	universal	S	-	ko:K02651	TPR_16,TPR_8	COG NOG28004 non supervised orthologous group	33	169
CAKWOY010000012.1_36	3020A	4AQ3K	5	universal	-	-	-	Mfa_like_1	-	1	1
JANUPL010000001.1_4417	COG4105	4ANE6	5	universal	S	-	ko:K05807	YfiO	outer membrane assembly lipoprotein YfiO	4	4
JAEXVR010000145.1_15	2ZSCK	4AMAA	5	universal	S	-	-	-	COG NOG27188 non supervised orthologous group	2	3
NZ_CP040530.1_4035	2ZT0D	4ARZB	5	universal	-	-	-	-	-	1	1
NZ_CABEEI010000004.1_131	33J09	1NIZR	3	universal	-	-	-	-	-	1	1
NZ_JAMHFX010000040.1_15	COG3217	1YWQH	5	universal	S	-	ko:K07140	FAD_binding_6,Fer2,MOSC,MOSC_N,NAD_binding_1	MOSC domain protein beta barrel domain protein	6	6
NZ_CP062699.1_2036	COG3071	1YVDQ	5	universal	H	-	-	TPR_16	COG0457 FOG TPR repeat	9	10
CAKXSP010000002.1_77	2Z85F	4AKZQ	5	universal	S	-	-	DUF4846	Domain of unknown function (4846)	1	1
JAFAAK010000168.1_1	COG0037	4ANZJ	5	universal	H	-	ko:K14058	ATP_bind_3	Belongs to the TtcA family	6	7
WGTF01000005.1_188	2ZNEJ	4AMXE	5	universal	S	-	-	DUF4738	COG NOG26711 non supervised orthologous group	1	1
NZ_QJOV01000002.1_3	COG3521	COG3521	2	universal	D	-	ko:K11906	T6SS-SciN	Type VI secretion	2	4
NZ_MING01000083.1_672	COG3521	1S83T	4	universal	S	-	ko:K11906	T6SS-SciN	protein conserved in bacteria	2	4
NZ_BCAS01000052.1_27	COG3209	COG3209	2	universal	M	-	-	RHS_repeat	self proteolysis	11	48
NZ_BBNC01000038.1_2	COG2908	1YWHN	5	universal	S	-	-	Metallophos,Metallophos_2	Calcineurin-like phosphoesterase superfamily domain	5	6
NZ_PUEO01000014.1_935	2Z7TA	4AMDI	5	universal	S	-	-	-	Psort location Cytoplasmic, score 8.96	1	1
CAKXWJ010000012.1_82	COG2335	4AQM4	5	universal	M	-	-	Fasciclin	COG2335, Secreted and surface protein containing fasciclin-like repeats	5	10
JAEXXA010000106.1_2	COG4758	4AM3S	5	universal	S	-	-	DUF2154	Psort location CytoplasmicMembrane, score	2	3
JAEYFR010000437.1_1	COG0561	4AMG9	5	universal	S	-	-	Hydrolase_3	of the HAD superfamily	4	4
JAGZEW010000072.1_7	COG5495	4AKID	5	universal	S	-	-	DUF2520,F420_oxidored,Rossmann-like	NADP oxidoreductase coenzyme F420-dependent	4	4
NZ_BCAX01000025.1_88	COG3209	COG3209	2	universal	M	-	-	PT-HINT,RHS_repeat	self proteolysis	11	48
NZ_APBQ01000107.1_79	COG0790	1YWKW	5	universal	S	-	-	Sel1	PFAM Sel1 domain protein repeat-containing protein	16	34
NZ_ALNR01000213.1_39	2Z9B7	1YWTN	5	universal	S	-	-	DUF1264	Protein of unknown function (DUF1264)	3	3
NZ_ALNR01000192.1_16	COG2885	1YWRI	5	universal	M	-	-	DUF4892	Domain of unknown function (DUF4892)	15	52
NZ_CP015876.1_202	COG0671	1YY7K	5	universal	I	2.7.4.29	ko:K19803	PAP2	Phosphoesterase PA-phosphatase related	13	16
NZ_JAGURG010000005.1_154	32CCV	4AR1F	5	universal	S	-	-	-	COG NOG34011 non supervised orthologous group	1	1
JAEYFR010000337.1_9	332BC	4AQF0	5	universal	S	-	-	DUF1266	Protein of unknown function (DUF1266)	1	1
JAAWKV010000007.1_41	COG3187	4AM5F	5	universal	O	-	-	META	META domain	14	17
NZ_CABEEI010000004.1_130	32XBU	4P6K3	3	universal	-	-	-	-	-	1	1
NZ_CP026332.1_3351	COG3403	1YX87	5	universal	S	-	ko:K09190	YqcI_YcgG	YqcI/YcgG family	3	3
NC_018220.1_1797	COG0834	1YUXW	5	universal	ET	-	ko:K02030	SBP_bac_3	SMART Extracellular solute-binding protein, family 3	18	50
CAMBIT010000010.1_39	2ZGCS	4AKDY	5	universal	S	-	-	OMP_b-brl_2	COG NOG19137 non supervised orthologous group	1	2
JAIHWS010000018.1_1	2ZGCS	4AW0Z	5	universal	S	-	-	OMP_b-brl_2	COG NOG19137 non supervised orthologous group	1	2
DXOL01000032.1_134	32SB4	4AKJQ	5	universal	S	-	-	NigD_C,NigD_N	COG NOG29298 non supervised orthologous group	1	2
DXOT01000002.1_213	COG1496	4AMWD	5	universal	S	-	ko:K05810	Cu-oxidase_4	Belongs to the multicopper oxidase YfiH RL5 family	18	19
NZ_JAAABC010000010.1_142	31QZT	1YZ0E	5	universal	-	-	-	-	-	1	1
NZ_LSUZ01000192.1_29	COG5424	1YVYS	5	universal	H	-	-	Haem_oxygenas_2	TENA/THI-4/PQQC family	3	4
NZ_BCAX01000016.1_35	COG0730	1S08M	4	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NZ_BBNC01000058.1_5	COG0421	1YWD3	5	universal	E	-	-	Spermine_synth	Spermidine synthase	6	7
NZ_JVQR01000270.1_1	COG3209	4AKI6	5	universal	M	-	-	RHS_repeat,Toxin-JAB1	COG COG3209 Rhs family protein	11	48
NC_004663.1_139	COG1718	4ANTS	5	universal	DT	-	-	-	aminotransferase class I and II	8	8
NZ_QJOV01000054.1_3	30AAN	1STWD	4	universal	-	-	-	-	-	1	1
NZ_LDJF01000009.1_42	32KZX	1YXUU	5	universal	-	-	-	-	-	1	1
NZ_AGFJ01000070.1_2	COG0730	1YX66	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
CP069317.1_1674	COG3248	1S6WT	4	universal	M	-	-	Channel_Tsx,DUF5020	Nucleoside-specific channel-forming protein, Tsx	8	10
NZ_VTYW01000004.1_232	33R9N	4ANZS	5	universal	-	-	-	-	-	1	1
